row_id,station,zona,date,lat,lon,secchi,chl,tss,temp_insitu,sensor,matched,n_img,B2,B3,B4,B8,B11,B12,lst_C
576,E145,LAGO MENOR,2019-07-23,-16.5179,-68.9781,6.0,3.99,3.0,11.1,LS,1,4.0,0.02761,0.0287,0.01532,0.04429,0.03136,0.0122,10.15
577,E144,LAGO MENOR,2019-07-24,-16.5161,-68.8866,,0.67,2.25,9.9,LS,1,4.0,0.02726,0.03365,0.01657,0.04493,0.03271,0.01372,9.42
578,E147,LAGO MENOR,2019-07-24,-16.559,-68.9174,5.5,2.21,6.5,10.4,LS,1,4.0,0.02541,0.02758,0.01562,0.04488,0.03206,0.01309,9.98
579,E150,LAGO MENOR,2019-07-24,-16.5583,-69.0356,,1.19,8.25,10.6,LS,1,4.0,0.02575,0.03077,0.02076,0.04567,0.03271,0.01412,10.11
580,E01,BAHIA PUNO,2022-08-12,-15.853,-69.9605,5.5,1.61,2.5,13.9,LS,1,2.0,0.02582,0.02491,0.01736,0.04754,0.03398,0.0145,13.82
581,E02,BAHIA PUNO,2022-08-12,-15.8461,-69.9271,8.0,3.07,1.0,13.5,LS,1,2.0,0.02321,0.0214,0.01369,0.04475,0.03235,0.01333,12.49
582,E04,BAHIA PUNO,2022-08-12,-15.8741,-69.8671,,1.53,10.75,13.8,LS,1,2.0,0.02963,0.03867,0.01848,0.04407,0.0319,0.01312,11.64
583,E05,BAHIA PUNO,2022-08-12,-15.84,-69.8923,8.5,0.95,1.25,13.6,LS,1,2.0,0.0236,0.01955,0.01253,0.04437,0.03208,0.01326,12.24
584,E06,BAHIA PUNO,2022-08-12,-15.8053,-69.9118,,1.1,1.0,13.1,LS,1,2.0,0.02358,0.02565,0.01365,0.04431,0.03193,0.01306,12.08
585,E08,BAHIA PUNO,2022-08-12,-15.7802,-69.8681,11.0,1.03,2.25,12.6,LS,1,2.0,0.02398,0.01849,0.01204,0.04385,0.03167,0.01296,12.14
586,E09,BAHIA PUNO,2022-08-12,-15.8342,-69.8592,,0.59,3.0,13.4,LS,1,2.0,0.02726,0.02968,0.01396,0.0441,0.032,0.01329,11.8
587,E25,LAGO MAYOR,2022-08-14,-15.4913,-69.893,,0.51,3.5,12.9,LS,1,2.0,0.02269,0.02065,0.01272,0.04516,0.03346,0.01463,13.0
588,E27,LAGO MAYOR,2022-08-14,-15.4437,-69.8425,,0.59,7.5,12.5,LS,1,2.0,0.0266,0.02388,0.0131,0.04421,0.03164,0.01267,11.87
589,E28,LAGO MAYOR,2022-08-14,-15.3928,-69.7822,10.0,1.02,2.5,13.2,LS,1,2.0,0.02672,0.02042,0.01238,0.04377,0.03149,0.01252,12.47
590,E32,LAGO MAYOR,2022-08-14,-15.3384,-69.7205,9.0,0.51,1.75,13.4,LS,1,2.0,0.03418,0.02917,0.01486,0.04424,0.03182,0.01295,12.3
591,E36,LAGO MAYOR,2022-08-14,-15.2971,-69.6814,9.0,0.51,2.25,13.0,LS,1,2.0,0.03279,0.0277,0.01445,0.04445,0.03186,0.013,12.34
592,E39,LAGO MAYOR,2022-08-15,-15.3748,-69.5276,7.0,1.62,1.25,12.3,LS,1,2.0,0.03007,0.03294,0.01693,0.04537,0.03385,0.01495,13.37
593,341,LAGO MAYOR,2022-08-15,-15.4392,-69.6009,14.0,0.51,1.5,13.1,LS,1,2.0,0.02469,0.01776,0.01154,0.04344,0.0316,0.01281,12.28
594,E42,LAGO MAYOR,2022-08-15,-15.4967,-69.6685,16.0,0.94,5.5,12.9,LS,1,2.0,0.02574,0.01856,0.01225,0.04394,0.03181,0.01314,12.21
595,E43,LAGO MAYOR,2022-08-15,-15.5603,-69.7411,14.0,0.51,0.75,13.1,LS,1,2.0,0.02381,0.01756,0.01162,0.04486,0.03359,0.01527,11.24
596,E22,LAGO MAYOR,2022-08-15,-15.6181,-69.807,14.0,0.51,1.0,13.3,LS,1,2.0,0.02454,0.01878,0.01244,0.04418,0.03206,0.01321,12.63
597,E48,LAGO MAYOR,2022-08-16,-15.5361,-69.3597,8.0,0.94,1.0,13.8,LS,1,3.0,0.02292,0.01828,0.01262,0.04496,0.03527,0.01666,12.56
598,E49,LAGO MAYOR,2022-08-16,-15.6063,-69.4449,15.0,0.51,6.5,13.0,LS,1,3.0,0.02354,0.01804,0.01238,0.04426,0.03349,0.01515,12.18
599,E50,LAGO MAYOR,2022-08-16,-15.6687,-69.5211,16.0,0.59,9.0,12.6,LS,1,3.0,0.02374,0.01768,0.01204,0.04423,0.03342,0.01481,12.23
600,E51,LAGO MAYOR,2022-08-17,-15.7371,-69.6038,12.0,1.02,1.5,13.0,LS,1,3.0,0.02467,0.01781,0.01201,0.04362,0.03168,0.0131,12.21
601,E52,LAGO MAYOR,2022-08-17,-15.8028,-69.6843,9.0,0.51,11.0,12.9,LS,1,3.0,0.02588,0.01904,0.01266,0.04447,0.03167,0.01291,12.29
602,E53,LAGO MAYOR,2022-08-17,-15.8686,-69.7634,11.0,0.51,4.5,13.0,LS,1,3.0,0.02433,0.01893,0.01233,0.04457,0.03272,0.01402,12.98
603,E58,LAGO MAYOR,2022-08-18,-15.9519,-69.5453,11.0,1.1,3.25,12.3,LS,1,3.0,0.02341,0.02117,0.0132,0.04411,0.03258,0.01404,12.28
604,E59,LAGO MAYOR,2022-08-18,-15.8876,-69.4615,15.0,0.51,1.5,12.8,LS,1,3.0,0.02409,0.01769,0.01232,0.04404,0.03211,0.01341,12.18
605,E60,LAGO MAYOR,2022-08-18,-15.8271,-69.3776,16.5,0.43,1.5,12.8,LS,1,3.0,0.02427,0.01866,0.0124,0.04439,0.03296,0.0143,12.21
606,E61,LAGO MAYOR,2022-08-18,-15.7585,-69.3045,15.0,0.51,3.75,13.5,LS,1,3.0,0.02439,0.01841,0.01288,0.04522,0.0343,0.01572,12.19
607,E65,LAGO MAYOR,2022-08-18,-15.6901,-69.2315,,1.02,5.5,13.4,LS,1,3.0,0.02356,0.02311,0.01327,0.04504,0.03359,0.01469,12.44
608,E72,LAGO MAYOR,2022-08-19,-15.6921,-69.1709,5.0,1.62,18.0,12.5,LS,1,3.0,0.02998,0.03036,0.01816,0.04736,0.0347,0.01518,13.28
609,E76,LAGO MAYOR,2022-08-19,-15.8125,-69.0449,10.0,0.95,0.75,13.0,LS,1,3.0,0.02302,0.01849,0.01343,0.04543,0.03334,0.01434,12.79
610,E78,LAGO MAYOR,2022-08-19,-15.8903,-69.1327,14.0,0.51,1.25,13.4,LS,1,3.0,0.02444,0.01766,0.01265,0.04469,0.03242,0.01371,12.32
611,E79,LAGO MAYOR,2022-08-19,-15.96,-69.2272,14.0,0.51,0.75,12.8,LS,1,3.0,0.02335,0.01738,0.01188,0.04391,0.03253,0.01409,12.45
612,E80,LAGO MAYOR,2022-08-20,-16.0316,-69.3198,15.0,0.51,0.0,12.3,LS,1,2.0,0.02352,0.01761,0.01247,0.04456,0.03323,0.01438,12.44
613,E82,LAGO MAYOR,2022-08-20,-16.1109,-69.4173,15.0,0.51,1.75,12.8,LS,1,2.0,0.0234,0.01815,0.01271,0.04488,0.03273,0.01416,12.48
614,E83,LAGO MAYOR,2022-08-20,-16.1837,-69.5067,16.0,0.95,1.0,13.7,LS,1,2.0,0.02939,0.0245,0.01847,0.0496,0.03557,0.01589,13.34
615,E88,LAGO MAYOR,2022-08-20,-16.2064,-69.3781,14.0,0.59,0.75,13.3,LS,1,2.0,0.02656,0.02152,0.01602,0.04745,0.03475,0.0156,12.71
616,E94,LAGO MAYOR,2022-08-20,-16.251,-69.2884,15.0,0.95,4.5,13.5,LS,1,2.0,0.02448,0.02012,0.01505,0.0484,0.03605,0.01593,13.01
617,E97,LAGO MAYOR,2022-08-21,-16.1757,-69.1958,16.0,0.95,6.75,12.9,LS,1,2.0,0.02136,0.01645,0.0121,0.04425,0.03259,0.01396,12.66
618,E98,LAGO MAYOR,2022-08-22,-16.1056,-69.1103,15.0,0.51,10.0,12.6,LS,1,2.0,0.02616,0.01983,0.01552,0.04695,0.03392,0.01476,13.19
619,E99,LAGO MAYOR,2022-08-22,-16.0745,-69.0742,15.0,0.51,10.0,13.0,LS,1,2.0,0.02429,0.01964,0.01493,0.04703,0.03585,0.0171,13.13
620,E100,LAGO MAYOR,2022-08-22,-16.0055,-68.9959,13.0,0.52,8.75,12.7,LS,1,2.0,0.02221,0.01779,0.01292,0.04511,0.03391,0.01525,12.68
621,E103,LAGO MAYOR,2022-08-22,-15.9394,-68.9017,10.0,0.51,5.5,13.0,LS,1,4.0,0.02301,0.02021,0.01477,0.04665,0.03339,0.01408,13.39
622,E104,LAGO MAYOR,2022-08-22,-16.0297,-68.8837,13.0,0.95,13.18,12.9,LS,1,4.0,0.02306,0.01772,0.01339,0.04565,0.03234,0.01321,12.7
623,E105,LAGO MAYOR,2022-08-22,-15.9864,-68.8016,,0.59,6.2,13.6,LS,1,4.0,0.02211,0.02299,0.01728,0.04684,0.03252,0.01333,12.07
624,E113,LAGO MAYOR,2022-08-21,-16.2174,-69.1367,14.0,0.43,11.39,13.8,LS,1,2.0,0.02288,0.01843,0.01361,0.04589,0.03465,0.01574,13.01
625,E117,LAGO MAYOR,2022-08-21,-16.1653,-69.1027,14.0,0.51,6.91,13.6,LS,1,2.0,0.02315,0.01813,0.01321,0.04545,0.03315,0.01407,13.51
626,E120,LAGO MAYOR,2022-08-22,-16.1264,-68.9337,14.0,1.02,12.32,13.1,LS,1,4.0,0.02354,0.01905,0.0146,0.04655,0.03359,0.01453,12.83
627,E121,LAGO MAYOR,2022-08-23,-16.2068,-68.8643,11.0,0.95,7.62,12.5,LS,1,4.0,0.0225,0.01857,0.01407,0.04673,0.03339,0.0142,13.37
628,E122,LAGO MENOR,2022-08-23,-16.2276,-68.8361,10.0,1.02,4.14,12.5,LS,1,4.0,0.02307,0.01903,0.01421,0.04648,0.0336,0.01441,13.56
629,E123,LAGO MENOR,2022-08-23,-16.1925,-68.797,6.0,1.78,12.25,12.1,LS,1,4.0,0.0243,0.02883,0.01478,0.04543,0.03259,0.0136,12.55
630,E125,LAGO MENOR,2022-08-23,-16.2626,-68.7843,8.0,1.53,13.0,12.4,LS,1,4.0,0.02838,0.04864,0.02081,0.04499,0.03154,0.01263,11.93
631,E127,LAGO MENOR,2022-08-23,-16.2135,-68.733,,2.05,14.25,12.0,LS,1,2.0,0.02585,0.03235,0.01772,0.04705,0.03277,0.01286,12.71
632,E124,LAGO MENOR,2022-08-23,-16.218,-68.6226,,4.58,12.25,12.9,LS,1,2.0,0.0283,0.04467,0.02235,0.04711,0.03248,0.01313,12.07
633,E132,LAGO MENOR,2022-08-23,-16.3339,-68.7808,4.0,1.53,12.75,13.5,LS,1,2.0,0.02602,0.04375,0.02014,0.04489,0.03189,0.01262,11.92
634,E129,LAGO MENOR,2022-08-24,-16.217,-68.9353,,1.46,16.25,11.4,LS,1,5.0,0.02297,0.02425,0.01617,0.04607,0.03238,0.01361,12.22
635,E130,LAGO MENOR,2022-08-23,-16.3144,-68.8451,5.5,1.19,17.0,13.1,LS,1,4.0,0.02607,0.03212,0.01605,0.04512,0.03223,0.01315,12.86
636,E136,LAGO MENOR,2022-08-24,-16.2659,-69.0601,5.5,1.7,14.25,12.2,LS,1,3.0,0.02374,0.0255,0.01824,0.04855,0.03646,0.01729,12.28
637,E135,LAGO MENOR,2022-08-24,-16.3028,-68.9852,11.0,1.19,16.75,12.6,LS,1,5.0,0.02365,0.02464,0.01647,0.04636,0.03219,0.0128,11.7
638,E137,LAGO MENOR,2022-08-24,-16.4011,-68.8334,5.0,1.02,11.25,12.0,LS,1,7.0,0.02632,0.03846,0.01942,0.04468,0.03163,0.01278,12.41
639,E138,LAGO MENOR,2022-08-24,-16.3653,-68.9031,,1.02,18.25,12.2,LS,1,7.0,0.0239,0.02454,0.01456,0.04391,0.03151,0.01263,11.88
640,E141,LAGO MENOR,2022-08-24,-16.3764,-69.0073,5.0,1.7,11.0,12.8,LS,1,7.0,0.0246,0.02633,0.0157,0.04442,0.03179,0.01333,11.66
641,E142,LAGO MENOR,2022-08-24,-16.4515,-68.998,5.0,1.18,17.0,13.1,LS,1,7.0,0.02626,0.02739,0.01656,0.04474,0.03178,0.01309,11.81
642,E148,LAGO MENOR,2022-08-24,-16.5187,-68.8773,,0.95,31.75,13.1,LS,1,7.0,0.02528,0.03447,0.01729,0.04457,0.03178,0.01322,11.27
643,E145,LAGO MENOR,2022-08-24,-16.5139,-68.977,5.5,1.62,26.0,13.2,LS,1,7.0,0.02588,0.02869,0.01572,0.04453,0.03173,0.013,11.79
644,E144,LAGO MENOR,2022-08-25,-16.56,-68.9168,,1.7,17.25,12.3,LS,1,9.0,0.02567,0.02853,0.01593,0.04563,0.03183,0.01281,11.48
645,E147,LAGO MENOR,2022-08-24,-16.493,-69.0596,5.0,1.78,14.75,12.4,LS,1,7.0,0.02665,0.0356,0.01883,0.04493,0.0321,0.01327,12.05
646,E150,LAGO MENOR,2022-08-25,-16.5583,-69.0356,,2.2,19.5,12.3,LS,1,9.0,0.02868,0.03316,0.02146,0.04742,0.03429,0.01487,12.72
647,E01,BAHIA PUNO,2024-08-21,-15.853,-69.9605,6.0,2.64,0.5,13.4,LS,1,3.0,0.02767,0.02799,0.01668,0.04648,0.03438,0.01546,16.1
648,E02,BAHIA PUNO,2024-08-21,-15.8461,-69.9271,9.0,2.05,1.5,13.0,LS,1,3.0,0.02774,0.0244,0.01343,0.04409,0.03171,0.01263,13.52
649,E03,BAHIA PUNO,2024-08-21,-15.8653,-69.8942,8.0,1.02,7.75,13.9,LS,1,3.0,0.02631,0.0227,0.01316,0.04395,0.03131,0.01251,13.57
650,E04,BAHIA PUNO,2024-08-21,-15.8741,-69.8671,,2.04,7.0,13.9,LS,1,3.0,0.02526,0.03485,0.02212,0.04354,0.03154,0.01271,13.51
651,E05,BAHIA PUNO,2024-08-21,-15.84,-69.8923,10.0,2.55,2.5,13.4,LS,1,3.0,0.02668,0.02113,0.01282,0.04383,0.03122,0.01242,13.25
652,E06,BAHIA PUNO,2024-08-21,-15.8053,-69.9118,,2.55,0.75,13.6,LS,1,3.0,0.03726,0.04084,0.01778,0.04375,0.03182,0.0128,13.15
653,E08,BAHIA PUNO,2024-08-21,-15.7802,-69.8681,9.0,1.45,5.75,13.3,LS,1,3.0,0.02676,0.02071,0.0127,0.04377,0.03121,0.0129,13.48
654,E09,BAHIA PUNO,2024-08-21,-15.8342,-69.8592,,2.04,4.25,13.4,LS,1,3.0,0.02905,0.03158,0.01486,0.04386,0.03143,0.01258,13.55
655,E15,LAGO MAYOR,2024-08-21,-15.715,-69.8226,9.0,1.53,1.25,13.3,LS,1,3.0,0.02541,0.02217,0.01346,0.04422,0.03186,0.01303,13.55
656,E16,LAGO MAYOR,2024-08-21,-15.6737,-69.8541,6.0,1.62,2.25,13.5,LS,1,3.0,0.02219,0.02187,0.01324,0.04406,0.03224,0.01368,14.73
657,E22,LAGO MAYOR,2024-08-22,-15.6181,-69.807,14.0,1.02,1.5,13.5,LS,1,3.0,0.02607,0.02064,0.01325,0.04434,0.03199,0.01333,14.3
658,E25,LAGO MAYOR,2024-08-22,-15.4913,-69.893,,1.53,2.0,13.5,LS,1,3.0,0.02321,0.02178,0.01223,0.04402,0.03295,0.01432,14.87
659,E27,LAGO MAYOR,2024-08-22,-15.4437,-69.8425,4.0,1.61,15.25,13.6,LS,1,3.0,0.03529,0.04041,0.01624,0.04356,0.03173,0.01272,12.68
660,E28,LAGO MAYOR,2024-08-22,-15.3928,-69.7822,9.0,3.58,8.5,13.6,LS,1,3.0,0.02757,0.02153,0.01226,0.04355,0.0313,0.01244,13.62
661,E32,LAGO MAYOR,2024-08-22,-15.3384,-69.7205,12.5,1.62,6.0,13.7,LS,1,3.0,0.02878,0.02227,0.01354,0.04428,0.03132,0.01251,13.36
662,E36,LAGO MAYOR,2024-08-22,-15.2971,-69.6814,11.5,2.13,2.75,14.0,LS,1,3.0,0.02577,0.01983,0.01208,0.04334,0.03133,0.01265,13.45
663,E36B,LAGO MAYOR,2024-08-22,-15.2621,-69.7034,13.0,1.53,6.25,13.9,LS,1,6.0,0.02505,0.01924,0.01237,0.04381,0.03148,0.01274,13.96
664,E39,LAGO MAYOR,2024-08-23,-15.3748,-69.5276,8.0,2.12,4.5,12.7,LS,1,3.0,0.02683,0.02722,0.01321,0.0441,0.03349,0.01506,14.75
665,E41,LAGO MAYOR,2024-08-23,-15.4392,-69.6009,10.5,2.98,3.75,13.0,LS,1,3.0,0.02611,0.01936,0.01313,0.0444,0.03175,0.01287,13.44
666,E42,LAGO MAYOR,2024-08-23,-15.4967,-69.6685,10.0,1.45,6.25,14.4,LS,1,3.0,0.02621,0.01952,0.01287,0.04409,0.032,0.0133,13.39
667,E43,LAGO MAYOR,2024-08-23,-15.5603,-69.7411,12.5,0.94,7.0,13.9,LS,1,3.0,0.02707,0.01988,0.01333,0.04434,0.03196,0.01299,12.89
668,E48,LAGO MAYOR,2024-08-24,-15.5361,-69.3597,9.0,0.43,6.11,13.5,LS,1,3.0,0.02328,0.01881,0.01247,0.04449,0.03312,0.01422,13.92
669,E49,LAGO MAYOR,2024-08-24,-15.6063,-69.4449,11.0,1.45,1.0,13.8,LS,1,3.0,0.02508,0.01886,0.01252,0.04407,0.03326,0.01477,13.26
670,E50,LAGO MAYOR,2024-08-24,-15.6687,-69.5211,12.0,1.61,3.75,13.7,LS,1,3.0,0.0256,0.01919,0.01265,0.0439,0.03198,0.01336,13.37
671,E51,LAGO MAYOR,2024-08-24,-15.7371,-69.6038,11.5,0.51,7.5,13.1,LS,1,3.0,0.02569,0.01959,0.01314,0.04402,0.03275,0.01397,13.26
672,E52,LAGO MAYOR,2024-08-24,-15.8028,-69.6843,11.0,1.1,6.25,12.9,LS,1,3.0,0.02508,0.01935,0.01236,0.04358,0.03215,0.0136,13.39
673,E53,LAGO MAYOR,2024-08-24,-15.8686,-69.7634,9.0,2.15,3.25,12.6,LS,1,3.0,0.02941,0.02432,0.01377,0.04405,0.03234,0.01384,13.58
674,E58,LAGO MAYOR,2024-08-26,-15.9519,-69.5453,9.0,1.1,1.0,14.2,LS,1,2.0,0.02784,0.02685,0.01412,0.04318,0.03166,0.01297,13.37
675,E59,LAGO MAYOR,2024-08-26,-15.8876,-69.4615,10.5,1.62,4.75,13.4,LS,1,2.0,0.0261,0.02038,0.01302,0.04382,0.03203,0.01328,12.96
676,E60,LAGO MAYOR,2024-08-25,-15.8271,-69.3776,12.0,0.51,1.75,14.3,LS,1,2.0,0.02307,0.01925,0.01222,0.04414,0.03432,0.01584,12.9
677,E61,LAGO MAYOR,2024-08-25,-15.7585,-69.3045,12.0,1.53,2.0,13.8,LS,1,2.0,0.02491,0.02045,0.01322,0.04443,0.0335,0.01483,12.82
678,E65,LAGO MAYOR,2024-08-25,-15.6901,-69.2315,,1.61,2.0,13.5,LS,1,2.0,0.02179,0.02118,0.01248,0.04442,0.03327,0.01462,12.65
679,E72,LAGO MAYOR,2024-08-25,-15.6921,-69.1709,4.8,1.1,2.25,13.3,LS,1,2.0,0.04446,0.05031,0.03249,0.05676,0.04308,0.02285,14.47
680,E76,LAGO MAYOR,2024-08-25,-15.8125,-69.0449,12.0,1.53,2.0,14.1,LS,1,2.0,0.03205,0.02858,0.02239,0.05337,0.04109,0.02133,13.56
681,B03,LAGO MAYOR,2024-08-27,-15.9948,-69.427,11.0,1.02,3.25,13.1,LS,1,2.0,0.02695,0.02165,0.01332,0.04385,0.03164,0.01284,13.17
682,E78,LAGO MAYOR,2024-08-27,-15.8903,-69.1327,10.5,0.51,1.5,13.7,LS,1,2.0,0.02252,0.01892,0.01242,0.04465,0.03459,0.01627,13.12
683,E79,LAGO MAYOR,2024-08-27,-15.96,-69.2272,9.5,1.53,4.0,13.6,LS,1,2.0,0.02321,0.01987,0.01296,0.0446,0.03447,0.01586,12.96
684,E80,LAGO MAYOR,2024-08-27,-16.0316,-69.3198,15.0,1.53,11.5,13.3,LS,1,2.0,0.02535,0.01977,0.01273,0.04389,0.03252,0.01371,13.07
685,E82,LAGO MAYOR,2024-08-28,-16.1109,-69.4173,9.0,1.97,1.5,13.9,LS,1,2.0,0.02494,0.02068,0.0131,0.04455,0.03311,0.01449,12.65
686,E83,LAGO MAYOR,2024-08-28,-16.1837,-69.5067,8.5,2.56,1.0,14.6,LS,1,2.0,0.02558,0.02257,0.01257,0.04354,0.03204,0.01335,13.89
687,E88,LAGO MAYOR,2024-08-29,-16.2064,-69.3781,9.5,1.53,8.0,13.3,LS,1,3.0,0.02668,0.02223,0.01355,0.04471,0.03226,0.0136,13.89
688,E94,LAGO MAYOR,2024-08-29,-16.251,-69.2884,9.5,1.53,1.5,13.9,LS,1,3.0,0.02614,0.02314,0.01396,0.04684,0.03578,0.01604,14.52
689,E97,LAGO MAYOR,2024-08-29,-16.1757,-69.1958,13.5,1.02,9.0,14.0,LS,1,3.0,0.0257,0.02032,0.01299,0.0446,0.03206,0.01324,14.33
690,E98,LAGO MAYOR,2024-08-29,-16.1056,-69.1103,13.0,1.1,1.75,14.1,LS,1,3.0,0.0242,0.01899,0.01218,0.04411,0.03335,0.01466,14.04
691,E99,LAGO MAYOR,2024-08-30,-16.0745,-69.0742,9.5,1.1,10.25,13.0,LS,1,3.0,0.02632,0.0216,0.01335,0.0441,0.0325,0.01371,13.51
692,E100,LAGO MAYOR,2024-08-30,-16.0055,-68.9959,11.0,1.18,1.0,12.8,LS,1,3.0,0.02529,0.02081,0.01354,0.04511,0.03442,0.01583,13.19
693,E103,LAGO MAYOR,2024-08-30,-15.9394,-68.9017,11.0,1.45,0.25,13.7,LS,1,6.0,0.02448,0.02374,0.01696,0.04886,0.0353,0.01589,14.07
694,E105,LAGO MAYOR,2024-08-30,-15.9864,-68.8016,8.5,2.72,1.75,12.9,LS,1,6.0,0.02652,0.03258,0.01988,0.04473,0.03291,0.01401,12.37
695,E113,LAGO MAYOR,2024-08-29,-16.2174,-69.1367,13.5,0.94,0.5,14.7,LS,1,3.0,0.02463,0.01966,0.01202,0.04405,0.03252,0.01363,14.43
696,E117,LAGO MAYOR,2024-08-29,-16.1653,-69.1027,12.0,1.02,6.0,14.2,LS,1,3.0,0.02497,0.02011,0.01311,0.04424,0.03233,0.01364,14.29
697,E120,LAGO MAYOR,2024-08-30,-16.1264,-68.9337,10.5,2.05,1.25,14.0,LS,1,6.0,0.02385,0.01977,0.01308,0.04506,0.03288,0.01408,13.56
698,E121,LAGO MAYOR,2024-08-30,-16.2068,-68.8643,12.7,0.51,1.0,13.9,LS,1,6.0,0.02446,0.02089,0.01491,0.04695,0.0338,0.01447,14.47
699,E122,LAGO MENOR,2024-08-31,-16.2276,-68.8361,11.0,1.02,1.75,12.9,LS,1,6.0,0.02546,0.02276,0.01542,0.04715,0.03454,0.01529,14.8
700,E125,LAGO MENOR,2024-09-01,-16.2626,-68.7843,2.5,2.72,11.5,11.3,LS,1,5.0,0.03769,0.06512,0.02591,0.04405,0.03177,0.01334,12.42
701,P02,LAGO MENOR,2024-09-01,-16.2135,-68.733,9.5,1.02,1.75,12.5,LS,1,3.0,0.0251,0.0261,0.01746,0.04858,0.03532,0.01553,12.44
702,P03,LAGO MENOR,2024-09-01,-16.2158,-68.6912,3.5,3.24,5.5,11.2,LS,1,3.0,0.03162,0.04743,0.02507,0.05112,0.03591,0.01572,13.03
703,P04,LAGO MENOR,2024-09-01,-16.2544,-68.6012,1.5,1.7,16.25,11.5,LS,1,3.0,0.02568,0.04172,0.02456,0.04651,0.03271,0.01346,11.46
704,E127,LAGO MENOR,2024-09-01,-16.218,-68.6226,2.0,2.13,12.5,12.2,LS,1,3.0,0.03687,0.05924,0.02497,0.04631,0.03267,0.0135,12.05
705,E129,LAGO MENOR,2024-08-31,-16.3339,-68.7808,4.5,2.05,1.0,12.4,LS,1,4.0,0.02894,0.04519,0.02647,0.04524,0.03224,0.01312,13.1
706,E135,LAGO MENOR,2024-08-31,-16.2659,-69.0601,4.0,2.2,4.5,13.3,LS,1,3.0,0.02436,0.02552,0.01645,0.0469,0.03507,0.0157,14.44
707,E138,LAGO MENOR,2024-08-31,-16.4011,-68.8334,4.5,1.1,2.25,12.5,LS,1,9.0,0.02779,0.04421,0.02291,0.04421,0.03157,0.01279,13.26
708,P15,LAGO MENOR,2024-08-31,-16.3119,-68.8495,4.0,1.62,3.5,13.7,LS,1,6.0,0.02809,0.03704,0.0198,0.04796,0.03519,0.01538,14.76
709,E141,LAGO MENOR,2024-08-31,-16.3764,-69.0073,,0.59,1.75,13.1,LS,1,9.0,0.02751,0.0287,0.0169,0.04485,0.03288,0.01422,13.07
710,E142,LAGO MENOR,2024-08-31,-16.4515,-68.998,4.0,1.62,9.25,13.1,LS,1,9.0,0.02615,0.03053,0.01593,0.04408,0.03237,0.01357,13.31
711,E145,LAGO MENOR,2024-09-02,-16.5139,-68.977,3.5,1.62,0.5,12.5,LS,1,8.0,0.0299,0.03376,0.01795,0.04461,0.03211,0.01305,13.68
712,E148,LAGO MENOR,2024-09-01,-16.493,-69.0596,,1.62,6.5,13.4,LS,1,9.0,0.02823,0.04178,0.02165,0.04452,0.03216,0.01335,13.87
713,P10,LAGO MENOR,2024-09-02,-16.5821,-68.8723,3.0,2.16,3.5,12.3,LS,1,8.0,0.02697,0.03552,0.01987,0.04605,0.03263,0.01368,14.17
714,P11,LAGO MENOR,2024-09-02,-16.5583,-69.0356,,3.75,4.0,13.3,LS,1,8.0,0.03144,0.03834,0.02934,0.0528,0.03591,0.01602,15.6
